"rental_id","durasi_sewa_aktual","jatah_durasi_film","denda_yang_dibayar"
12464,9,7,6.99
12465,3,7,0.99
12466,5,3,4.99
12467,1,6,0.99
12468,6,7,2.99
12469,6,7,0.99
12470,6,3,3.99
12471,8,6,4.99
12472,9,3,10.99
12473,3,4,2.99
12474,9,3,8.99
12475,6,6,4.99
12476,2,7,4.99
12477,7,6,3.99
12478,4,4,4.99
12479,3,6,4.99
12480,8,4,8.99
12481,3,3,2.99
12482,8,5,7.99
12483,6,5,5.99
12484,6,4,2.99
12485,4,7,4.99
12486,9,5,8.99
12487,4,6,0.99
12488,1,7,4.99
12489,,6,9.98
12490,9,4,9.99
12491,4,5,4.99
12492,8,4,4.99
12493,9,4,7.99
12494,8,4,6.99
12495,4,5,4.99
12496,9,7,6.99
12497,6,4,4.99
12498,3,4,2.99
12499,1,4,2.99
12500,1,6,4.99
12501,5,5,4.99
12502,1,4,4.99
12503,1,6,4.99
12504,6,6,4.99
12505,5,4,5.99
12506,,6,4.99
12507,9,5,8.99
12508,4,6,2.99
12509,2,7,0.99
12510,9,4,9.99
12511,4,4,0.99
12512,8,5,3.99
12513,7,3,6.99
12514,5,3,2.99
12515,4,6,0.99
12516,2,5,4.99
12517,9,7,4.99
12518,5,7,4.99
12519,6,7,0.99
12520,5,7,0.99
12521,3,4,0.99
12522,9,7,2.99
12523,9,4,7.99
12524,,3,0.99
12525,5,5,4.99
12526,1,3,2.99
12527,8,6,6.99
12528,9,7,2.99
12529,1,5,0.99
12530,8,6,4.99
12531,4,7,2.99
12532,6,6,2.99
12533,2,6,4.99
12534,7,4,7.99
12535,7,6,1.99
12536,7,6,5.99
12537,7,6,1.99
12538,5,5,2.99
12539,1,6,0.99
12540,8,5,5.99
12541,8,6,2.99
12542,2,5,0.99
12543,2,5,2.99
12544,8,7,3.99
12545,8,4,6.99
12546,8,6,2.99
12547,4,7,4.99
12548,9,4,5.99
12549,3,4,4.99
12550,1,5,2.99
12551,1,6,2.99
12552,2,7,2.99
12553,4,5,0.99
12554,7,3,8.99
12555,8,7,1.99
12556,6,4,4.99
12557,1,7,4.99
12558,8,3,7.99
12559,7,6,5.99
12560,9,7,4.99
12561,2,6,0.99
12562,5,4,3.99
12563,9,7,4.99
12564,4,6,2.99
12565,1,5,4.99
12566,3,6,0.99
12567,8,7,3.99
12568,4,3,3.99
12569,6,4,6.99
12570,4,3,5.99
12571,5,4,5.99
12572,3,4,0.99
12573,3,5,4.99
12574,,5,0.99
12575,7,5,6.99
12576,4,5,2.99
12577,7,4,7.99
12578,3,6,0.99
12579,2,7,0.99
12580,6,4,2.99
12581,5,3,6.99
12582,2,6,0.99
12583,2,6,2.99
12584,7,4,7.99
12585,4,3,3.99
12586,3,7,4.99
12587,7,6,1.99
12588,5,5,2.99
12589,9,4,5.99
12590,5,3,6.99
12591,6,6,2.99
12592,7,6,3.99
12593,3,3,0.99
12594,7,3,4.99
12595,1,3,0.99
12596,6,7,2.99
12597,7,5,2.99
12598,4,6,4.99
12599,5,6,2.99
12600,7,5,4.99
12601,6,4,2.99
12602,3,4,0.99
12603,7,6,3.99
12604,1,3,4.99
12605,2,5,4.99
12606,6,5,1.99
12607,1,3,0.99
12608,5,3,4.99
12609,2,6,2.99
12610,,3,0.0
12611,6,5,1.99
12612,8,7,3.99
12613,5,7,2.99
12614,8,3,7.99
12615,9,5,6.99
12616,7,7,4.99
12617,6,6,2.99
12618,1,5,4.99
12619,3,7,0.99
12620,7,4,3.99
12621,6,4,2.99
12622,6,5,3.99
12623,2,7,4.99
12624,9,6,7.99
12625,5,3,6.99
12626,8,3,5.99
12627,1,4,2.99
12628,7,4,5.99
12629,8,5,7.99
12630,6,4,4.99
12631,7,7,0.99
12632,4,7,2.99
12633,5,3,6.99
12634,1,7,2.99
12635,5,5,2.99
12636,8,5,3.99
12637,1,3,2.99
12638,7,3,8.99
12639,9,7,2.99
12640,6,3,3.99
12641,1,3,2.99
12642,2,7,4.99
12643,6,6,4.99
12644,8,7,5.99
12645,,5,3.98
12646,6,4,2.99
12647,9,6,5.99
12648,7,4,7.99
12649,4,6,4.99
12650,3,4,4.99
12651,4,6,0.99
12652,3,4,4.99
12653,8,4,4.99
12654,2,7,0.99
12655,9,3,6.99
12656,3,5,0.99
12657,3,6,0.99
12658,1,4,4.99
12659,6,4,6.99
12660,9,5,4.99
12661,4,5,0.99
12662,5,6,0.99
12663,1,3,0.99
12664,7,3,4.99
12665,,4,2.99
12666,3,6,4.99
12667,9,3,10.99
12668,1,4,2.99
12669,6,4,6.99
12670,5,3,2.99
12671,5,7,0.99
12672,,4,3.98
12673,8,6,4.99
12674,8,5,5.99
12675,5,6,4.99
12676,2,6,0.99
12677,4,5,4.99
12678,5,6,2.99
12679,7,5,6.99
12680,9,7,6.99
12681,5,3,2.99
12682,,4,2.99
12683,8,6,4.99
12684,1,7,0.99
12685,9,3,6.99
12686,8,4,8.99
12687,9,4,9.99
12688,8,4,6.99
12689,4,3,3.99
12690,6,6,2.99
12691,8,3,5.99
12692,3,7,0.99
12693,7,6,5.99
12694,7,5,4.99
12695,7,7,2.99
12696,1,4,2.99
12697,5,7,2.99
12698,,4,4.99
12699,4,5,0.99
12700,5,7,0.99
12701,8,6,6.99
12702,9,7,4.99
12703,8,6,2.99
12704,3,6,4.99
12705,5,5,0.99
12706,8,7,3.99
12707,7,3,4.99
12708,6,7,2.99
12709,8,3,5.99
12710,8,5,7.99
12711,8,4,4.99
12712,7,7,2.99
12713,6,4,4.99
12714,9,6,3.99
12715,3,4,4.99
12716,,3,0.99
12717,2,6,4.99
12718,2,5,2.99
12719,,3,4.99
12720,7,6,5.99
12721,4,3,1.99
12722,9,5,8.99
12723,4,4,0.99
12724,9,4,7.99
12725,5,5,4.99
12726,1,5,2.99
12727,6,7,2.99
12728,7,5,4.99
12729,3,7,0.99
12730,4,5,2.99
12731,5,3,2.99
12732,1,3,0.99
12733,6,6,2.99
12734,7,6,1.99
12735,5,5,4.99
12736,,6,4.99
12737,8,6,6.99
12738,9,4,7.99
12739,9,3,10.99
12740,5,6,4.99
12741,7,7,4.99
12742,4,5,2.99
12743,9,4,5.99
12744,6,6,2.99
12745,2,6,2.99
12746,,4,4.99
12747,4,5,4.99
12748,6,3,7.99
12749,2,7,2.99
12750,8,7,1.99
12751,2,6,2.99
12752,9,7,2.99
12753,9,3,10.99
12754,9,6,7.99
12755,4,3,5.99
12756,3,7,2.99
12757,3,5,4.99
12758,4,5,0.99
12759,,3,7.98
12760,6,7,4.99
12761,4,3,1.99
12762,3,3,4.99
12763,3,6,4.99
12764,4,3,3.99
12765,10,6,8.99
12766,9,7,6.99
12767,10,4,6.99
12768,1,3,0.99
12769,7,6,1.99
12770,8,5,5.99
12771,4,7,4.99
12772,5,6,4.99
12773,9,6,5.99
12774,10,4,6.99
12775,8,3,5.99
12776,5,6,4.99
12777,9,5,6.99
12778,1,3,4.99
12779,8,7,3.99
12780,2,6,0.99
12781,3,6,2.99
12782,7,4,5.99
12783,2,5,4.99
12784,1,7,2.99
12785,2,3,2.99
12786,,6,0.99
12787,5,6,0.99
12788,8,6,2.99
12789,6,7,2.99
12790,7,5,6.99
12791,3,7,0.99
12792,,3,0.99
12793,9,4,5.99
12794,7,7,0.99
12795,3,5,0.99
12796,0,5,4.99
12797,2,4,2.99
12798,2,7,4.99
12799,3,6,0.99
12800,3,4,2.99
12801,7,3,8.99
12802,9,3,8.99
12803,4,6,2.99
12804,9,5,8.99
12805,7,3,4.99
12806,4,4,4.99
12807,9,5,4.99
12808,2,5,4.99
12809,4,4,0.99
12810,3,3,0.99
12811,5,7,4.99
12812,3,4,0.99
12813,0,3,2.99
12814,2,5,4.99
12815,6,4,4.99
12816,5,5,4.99
12817,6,3,3.99
12818,7,6,3.99
12819,3,3,0.99
12820,2,7,2.99
12821,4,4,0.99
12822,1,7,4.99
12823,3,7,2.99
12824,3,3,4.99
12825,1,7,0.99
12826,8,5,3.99
12827,8,5,5.99
12828,5,7,4.99
12829,6,4,2.99
12830,1,5,0.99
12831,9,6,3.99
12832,5,3,2.99
12833,7,6,5.99
12834,5,7,4.99
12835,7,7,4.99
12836,4,6,0.99
12837,3,3,0.99
12838,8,6,6.99
12839,9,3,6.99
12840,9,7,6.99
12841,5,3,2.99
12842,9,5,6.99
12843,1,3,2.99
12844,5,3,2.99
12845,3,4,2.99
12846,6,6,0.99
12847,4,4,0.99
12848,5,5,2.99
12849,4,3,5.99
12850,1,4,0.99
12851,6,5,3.99
12852,0,5,0.99
12853,8,6,2.99
12854,5,3,6.99
12855,0,7,4.99
12856,4,3,1.99
12857,1,3,4.99
12858,7,6,3.99
12859,9,3,6.99
12860,6,5,5.99
12861,3,4,2.99
12862,7,4,5.99
12863,2,5,4.99
12864,3,6,4.99
12865,2,3,0.99
12866,8,6,2.99
12867,1,4,0.99
12868,1,4,0.99
12869,7,3,8.99
12870,8,7,3.99
12871,3,3,4.99
12872,3,7,0.99
12873,3,4,2.99
12874,3,6,0.99
12875,7,7,2.99
12876,1,3,2.99
12877,6,4,2.99
12878,4,6,4.99
12879,5,5,4.99
12880,9,7,2.99
12881,6,5,5.99
12882,2,5,4.99
12883,4,4,4.99
12884,9,6,5.99
12885,1,6,0.99
12886,7,6,5.99
12887,8,7,1.99
12888,5,7,4.99
12889,8,7,5.99
12890,0,5,0.99
12891,,3,0.99
12892,2,3,0.99
12893,1,3,2.99
12894,6,3,7.99
12895,7,3,4.99
12896,5,5,4.99
12897,,7,4.99
12898,4,5,0.99
12899,1,7,2.99
12900,5,6,0.99
12901,,5,4.99
12902,,4,4.99
12903,7,5,2.99
12904,8,3,5.99
12905,7,3,4.99
12906,1,5,2.99
12907,8,3,9.99
12908,6,5,1.99
12909,5,7,2.99
12910,1,5,0.99
12911,7,5,6.99
12912,8,7,3.99
12913,6,7,0.99
12914,4,7,4.99
12915,,4,0.0
12916,2,6,0.99
12917,1,3,4.99
12918,6,3,7.99
12919,5,3,6.99
12920,8,4,4.99
12921,6,5,5.99
12922,4,4,0.99
12923,3,6,2.99
12924,7,5,2.99
12925,8,3,5.99
12926,7,6,3.99
12927,4,3,5.99
12928,5,4,5.99
12929,6,6,4.99
12930,3,4,4.99
12931,2,6,2.99
12932,2,3,4.99
12933,8,4,8.99
12934,5,4,5.99
12935,2,6,2.99
12936,9,3,6.99
12937,3,5,4.99
12938,,4,2.99
12939,4,5,2.99
12940,1,4,2.99
12941,3,4,0.99
12942,8,5,7.99
12943,3,3,2.99
12944,9,7,6.99
12945,4,5,0.99
12946,1,3,2.99
12947,3,7,4.99
12948,3,4,0.99
12949,4,7,4.99
12950,4,4,2.99
12951,5,4,3.99
12952,1,3,2.99
12953,9,5,4.99
12954,9,6,7.99
12955,7,3,8.99
12956,9,7,4.99
12957,9,3,8.99
12958,1,3,2.99
12959,,6,0.0
12960,6,5,1.99
12961,4,7,2.99
12962,8,5,5.99
12963,4,6,2.99
12964,3,3,0.99
12965,3,3,4.99
12966,7,4,5.99
12967,6,3,3.99
12968,1,5,4.99
12969,6,6,2.99
12970,,6,5.98
12971,4,6,4.99
12972,8,7,1.99
12973,3,3,2.99
12974,6,7,0.99
12975,6,7,2.99
12976,7,6,1.99
12977,8,4,4.99
12978,1,3,4.99
12979,2,5,4.99
12980,7,5,6.99
12981,2,5,4.99
12982,2,7,4.99
12983,9,3,6.99
12984,3,7,4.99
12985,5,4,5.99
12986,3,5,4.99
12987,1,7,2.99
12988,,3,0.99
12989,2,7,2.99
12990,2,5,4.99
12991,2,4,2.99
12992,4,7,0.99
12993,7,4,7.99
12994,1,4,0.99
12995,6,4,4.99
12996,6,4,6.99
12997,5,3,2.99
12998,5,5,4.99
12999,7,6,1.99
13000,3,5,0.99
13001,3,3,4.99
13002,7,7,0.99
13003,4,3,1.99
13004,1,5,0.99
13005,1,4,0.99
13006,2,5,2.99
13007,7,7,0.99
13008,,6,2.99
13009,2,5,0.99
13010,8,7,3.99
13011,5,6,4.99
13012,7,4,7.99
13013,7,3,6.99
13014,2,5,4.99
13015,9,4,7.99
13016,4,4,4.99
13017,7,6,1.99
13018,7,3,8.99
13019,1,5,2.99
13020,9,4,5.99
13021,7,4,5.99
13022,,4,0.99
13023,8,3,5.99
13024,8,4,4.99
13025,,5,3.98
13026,2,6,2.99
13027,6,6,0.99
13028,5,5,2.99
13029,3,3,2.99
13030,5,6,2.99
13031,4,7,2.99
13032,4,5,0.99
13033,9,6,3.99
13034,1,7,2.99
13035,3,5,0.99
13036,3,3,4.99
13037,9,6,3.99
13038,6,4,4.99
13039,1,6,0.99
13040,4,6,0.99
13041,8,4,8.99
13042,3,3,0.99
13043,8,6,4.99
13044,1,6,0.99
13045,4,6,4.99
13046,7,4,7.99
13047,5,6,0.99
13048,9,7,4.99
13049,8,3,5.99
13050,7,5,6.99
13051,9,5,4.99
13052,9,4,9.99
13053,9,3,10.99
13054,4,4,4.99
13055,5,5,2.99
13056,,3,2.99
13057,9,5,6.99
13058,7,3,4.99
13059,2,4,0.99
13060,9,4,9.99
13061,5,5,4.99
13062,8,3,7.99
13063,5,4,1.99
13064,2,3,4.99
13065,3,5,4.99
13066,3,3,0.99
13067,6,5,5.99
13068,1,7,0.99
13069,5,6,4.99
13070,5,7,0.99
13071,7,4,5.99
13072,3,4,2.99
13073,7,7,2.99
13074,9,3,8.99
13075,2,3,4.99
13076,3,5,4.99
13077,2,4,2.99
13078,8,4,8.99
13079,,4,1.98
13080,3,4,4.99
13081,1,6,0.99
13082,9,4,5.99
13083,4,5,2.99
13084,7,7,0.99
13085,3,5,0.99
13086,7,7,0.99
13087,8,6,6.99
13088,2,3,0.99
13089,5,7,0.99
13090,9,4,5.99
13091,4,7,2.99
13092,6,6,0.99
13093,7,3,6.99
13094,2,7,0.99
13095,9,5,6.99
13096,2,7,4.99
13097,5,3,4.99
13098,5,6,2.99
13099,8,3,9.99
13100,6,4,2.99
13101,8,5,7.99
13102,9,6,7.99
13103,7,7,2.99
13104,2,3,2.99
13105,8,5,7.99
13106,,5,4.99
13107,1,3,4.99
13108,,7,2.99
13109,6,6,4.99
13110,2,6,0.99
13111,2,5,4.99
13112,3,5,2.99
13113,4,4,2.99
13114,9,3,10.99
13115,1,6,2.99
13116,8,6,6.99
13117,1,6,0.99
13118,6,7,4.99
13119,1,6,4.99
13120,7,4,3.99
13121,3,5,2.99
13122,7,3,4.99
13123,2,4,2.99
13124,7,6,5.99
13125,7,6,5.99
13126,9,6,5.99
13127,8,6,2.99
13128,7,3,4.99
13129,7,3,8.99
13130,4,7,2.99
13131,8,3,9.99
13132,8,7,3.99
13133,9,7,2.99
13134,1,4,0.99
13135,2,7,0.99
13136,9,6,7.99
13137,3,4,4.99
13138,2,5,2.99
13139,5,7,4.99
13140,8,7,5.99
13141,2,5,0.99
13142,7,6,5.99
13143,6,5,3.99
13144,8,4,8.99
13145,4,6,0.99
13146,7,4,7.99
13147,3,3,4.99
13148,2,3,0.99
13149,9,3,6.99
13150,6,6,2.99
13151,1,7,4.99
13152,6,4,6.99
13153,4,3,1.99
13154,7,7,2.99
13155,6,3,7.99
13156,6,6,4.99
13157,1,6,2.99
13158,6,6,2.99
13159,2,5,4.99
13160,3,3,0.99
13161,,7,0.0
13162,5,3,2.99
13163,3,3,0.99
13164,7,4,3.99
13165,2,7,0.99
13166,3,6,2.99
13167,4,4,2.99
13168,8,4,6.99
13169,7,7,2.99
13170,8,5,7.99
13171,8,6,2.99
13172,1,5,0.99
13173,7,7,2.99
13174,3,5,4.99
13175,1,7,4.99
13176,4,4,2.99
13177,4,7,0.99
13178,,5,4.99
13179,6,6,4.99
13180,1,5,4.99
13181,5,4,5.99
13182,,7,2.99
13183,9,4,5.99
13184,1,7,4.99
13185,1,5,0.99
13186,9,6,5.99
13187,1,7,0.99
13188,9,5,8.99
13189,9,5,8.99
13190,7,6,1.99
13191,4,6,4.99
13192,8,4,8.99
13193,9,5,6.99
13194,7,3,6.99
13195,5,6,4.99
13196,7,3,4.99
13197,3,4,2.99
13198,2,4,2.99
13199,8,5,3.99
13200,8,5,3.99
13201,6,6,2.99
13202,8,4,8.99
13203,8,3,7.99
13204,5,3,4.99
13205,6,3,3.99
13206,2,3,2.99
13207,8,5,3.99
13208,5,6,0.99
13209,,3,0.99
13210,2,7,4.99
13211,3,3,0.99
13212,5,4,1.99
13213,3,5,0.99
13214,1,6,4.99
13215,8,4,8.99
13216,6,5,1.99
13217,2,4,4.99
13218,3,3,0.99
13219,3,5,2.99
13220,6,4,2.99
13221,7,6,3.99
13222,7,5,4.99
13223,3,5,2.99
13224,9,3,8.99
13225,6,4,2.99
13226,2,3,0.99
13227,1,3,0.99
13228,1,3,2.99
13229,3,5,2.99
13230,2,3,0.99
13231,8,3,9.99
13232,9,7,2.99
13233,5,6,2.99
13234,8,7,1.99
13235,8,4,4.99
13236,8,3,9.99
13237,6,5,1.99
13238,4,7,2.99
13239,4,6,4.99
13240,1,6,0.99
13241,7,4,7.99
13242,5,5,2.99
13243,6,7,2.99
13244,3,3,4.99
13245,1,7,4.99
13246,,5,4.99
13247,6,6,0.99
13248,9,5,6.99
13249,1,3,2.99
13250,7,6,3.99
13251,1,3,2.99
13252,3,3,2.99
13253,1,7,4.99
13254,8,4,4.99
13255,9,5,8.99
13256,9,4,9.99
13257,5,4,3.99
13258,5,7,4.99
13259,4,6,2.99
13260,5,3,6.99
13261,,6,2.99
13262,7,6,5.99
13263,9,3,10.99
13264,8,7,3.99
13265,1,3,2.99
13266,2,6,2.99
13267,2,6,0.99
13268,6,6,0.99
13269,1,3,2.99
13270,4,3,1.99
13271,8,3,9.99
13272,4,4,0.99
13273,2,7,4.99
13274,1,6,2.99
13275,4,6,0.99
13276,9,3,8.99
13277,6,3,5.99
13278,3,3,2.99
13279,5,3,4.99
13280,2,6,2.99
13281,1,6,2.99
13282,5,3,2.99
13283,4,6,2.99
13284,6,3,3.99
13285,1,4,2.99
13286,3,3,0.99
13287,7,4,7.99
13288,1,5,4.99
13289,1,4,2.99
13290,6,4,2.99
13291,1,5,2.99
13292,3,3,0.99
13293,4,7,4.99
13294,1,6,0.99
13295,,4,0.99
13296,2,4,0.99
13297,3,6,2.99
13298,,3,3.98
13299,3,6,2.99
13300,9,3,8.99
13301,7,4,3.99
13302,2,6,2.99
13303,4,6,4.99
13304,4,3,1.99
13305,9,7,6.99
13306,1,4,0.99
13307,3,3,2.99
13308,9,4,7.99
13309,9,5,4.99
13310,4,6,0.99
13311,1,7,0.99
13312,4,7,0.99
13313,2,4,2.99
13314,8,7,5.99
13315,2,3,2.99
13316,3,4,4.99
13317,1,7,2.99
13318,2,3,2.99
13319,8,3,7.99
13320,5,3,4.99
13321,2,7,4.99
13322,5,3,4.99
13323,4,6,2.99
13324,1,6,0.99
13325,3,7,4.99
13326,1,5,4.99
13327,3,5,4.99
13328,1,5,4.99
13329,6,5,3.99
13330,1,4,2.99
13331,2,3,4.99
13332,6,7,2.99
13333,,3,4.99
13334,3,3,0.99
13335,5,5,0.99
13336,5,4,5.99
13337,1,7,2.99
13338,4,4,4.99
13339,9,5,8.99
13340,9,6,3.99
13341,8,7,3.99
13342,2,6,0.99
13343,8,7,3.99
13344,6,5,3.99
13345,8,6,6.99
13346,9,4,7.99
13347,9,3,10.99
13348,2,5,4.99
13349,1,6,2.99
13350,8,3,9.99
13351,,3,5.98
13352,5,3,4.99
13353,6,6,2.99
13354,8,4,4.99
13355,4,5,4.99
13356,5,7,0.99
13357,6,6,4.99
13358,5,7,4.99
13359,8,3,9.99
13360,5,5,4.99
13361,2,7,4.99
13362,1,6,0.99
13363,2,3,2.99
13364,6,7,2.99
13365,6,4,6.99
13366,2,5,4.99
13367,5,5,2.99
13368,2,5,4.99
13369,5,6,0.99
13370,6,5,1.99
13371,7,3,4.99
13372,5,3,2.99
13373,6,6,2.99
13374,,5,4.99
13375,10,7,7.99
13376,3,7,0.99
13377,6,5,1.99
13378,1,7,0.99
13379,3,6,4.99
13380,3,7,0.99
13381,2,5,2.99
13382,9,6,7.99
13383,9,4,7.99
13384,4,4,4.99
13385,3,4,4.99
13386,5,3,2.99
13387,5,6,2.99
13388,8,6,4.99
13389,6,4,2.99
13390,,3,0.99
13391,5,3,4.99
13392,9,5,8.99
13393,9,4,5.99
13394,2,5,4.99
13395,3,6,0.99
13396,4,4,0.99
13397,10,7,7.99
13398,4,7,0.99
13399,6,4,4.99
13400,1,7,4.99
13401,6,3,3.99
13402,3,7,4.99
13403,8,4,8.99
13404,4,5,0.99
13405,9,5,4.99
13406,3,4,2.99
13407,3,5,0.99
13408,2,5,4.99
13409,3,5,2.99
13410,7,4,3.99
13411,7,5,4.99
13412,7,4,5.99
13413,5,4,3.99
13414,2,3,4.99
13415,6,4,2.99
13416,2,5,4.99
13417,4,6,0.99
13418,9,4,5.99
13419,,3,4.99
13420,9,4,9.99
13421,,3,4.99
13422,9,5,4.99
13423,7,6,1.99
13424,4,5,0.99
13425,6,4,2.99
13426,2,5,0.99
13427,2,5,4.99
13428,,3,4.99
13429,9,7,6.99
13430,3,3,0.99
13431,6,4,4.99
13432,4,7,0.99
13433,3,4,0.99
13434,4,5,2.99
13435,5,7,0.99
13436,4,4,0.99
13437,9,7,4.99
13438,7,7,2.99
13439,7,6,3.99
13440,6,4,2.99
13441,9,7,6.99
13442,8,3,5.99
13443,9,6,7.99
13444,1,6,0.99
13445,1,5,2.99
13446,2,4,4.99
13447,5,6,0.99
13448,5,7,0.99
13449,3,7,2.99
13450,4,7,0.99
13451,9,5,6.99
13452,5,5,0.99
13453,8,5,5.99
13454,7,5,2.99
13455,6,5,1.99
13456,2,5,0.99
13457,6,7,0.99
13458,1,4,4.99
13459,9,7,6.99
13460,8,6,4.99
13461,8,3,9.99
13462,6,7,4.99
13463,8,4,8.99
13464,,5,0.0
13465,1,7,2.99
13466,2,6,2.99
13467,0,5,2.99
13468,9,5,8.99
13469,4,6,0.99
13470,1,4,4.99
13471,5,6,2.99
13472,8,7,5.99
13473,2,7,4.99
13474,1,3,0.99
13475,0,5,4.99
13476,4,5,2.99
13477,6,4,2.99
13478,2,5,2.99
13479,6,7,0.99
13480,7,5,6.99
13481,6,4,6.99
13482,4,5,2.99
13483,1,7,2.99
13484,2,5,0.99
13485,2,5,0.99
13486,,4,0.99
13487,4,4,2.99
13488,5,6,0.99
13489,7,7,2.99
13490,1,5,0.99
13491,8,6,4.99
13492,9,6,7.99
13493,4,3,3.99
13494,1,5,2.99
13495,3,6,0.99
13496,9,3,8.99
13497,6,7,2.99
13498,4,3,5.99
13499,8,6,6.99
13500,5,4,3.99
13501,2,3,0.99
13502,1,3,0.99
13503,8,7,5.99
13504,5,4,5.99
13505,3,5,4.99
13506,6,5,5.99
13507,3,7,4.99
13508,8,3,7.99
13509,2,5,0.99
13510,7,5,6.99
13511,1,3,0.99
13512,8,4,8.99
13513,2,5,2.99
13514,5,5,0.99
13515,3,3,0.99
13516,7,4,7.99
13517,3,6,4.99
13518,4,7,2.99
13519,3,4,0.99
13520,2,5,0.99
13521,2,3,2.99
13522,8,7,3.99
13523,8,4,6.99
13524,7,5,6.99
13525,6,5,5.99
13526,7,3,4.99
13527,5,5,2.99
13528,6,3,3.99
13529,1,4,2.99
13530,3,7,0.99
13531,5,7,2.99
13532,3,5,4.99
13533,7,6,3.99
13534,,3,8.97
13535,8,6,4.99
13536,5,5,4.99
13537,3,6,2.99
13538,,5,4.99
13539,7,5,6.99
13540,7,7,2.99
13541,4,5,4.99
13542,9,5,4.99
13543,9,4,7.99
13544,7,6,1.99
13545,7,7,4.99
13546,8,7,3.99
13547,5,5,4.99
13548,7,6,3.99
13549,8,4,8.99
13550,8,3,9.99
13551,1,6,2.99
13552,3,6,2.99
13553,8,5,3.99
13554,8,3,9.99
13555,9,7,2.99
13556,6,4,6.99
13557,1,3,0.99
13558,4,5,0.99
13559,4,7,2.99
13560,8,4,8.99
13561,,3,2.99
13562,5,6,2.99
13563,4,7,0.99
13564,8,7,1.99
13565,7,7,0.99
13566,8,7,5.99
13567,6,7,0.99
13568,7,4,5.99
13569,8,7,5.99
13570,4,4,2.99
13571,5,6,4.99
13572,3,6,0.99
13573,2,4,2.99
13574,1,7,2.99
13575,8,3,5.99
13576,2,4,0.99
13577,,4,0.0
13578,,7,2.99
13579,8,7,3.99
13580,3,3,0.99
13581,1,7,4.99
13582,3,5,4.99
13583,6,5,1.99
13584,,5,0.99
13585,7,5,4.99
13586,5,5,0.99
13587,,3,2.99
13588,8,6,4.99
13589,3,5,4.99
13590,5,3,2.99
13591,7,6,3.99
13592,3,7,4.99
13593,7,6,3.99
13594,3,3,0.99
13595,9,5,4.99
13596,7,4,5.99
13597,4,5,0.99
13598,9,6,5.99
13599,9,4,5.99
13600,8,5,7.99
13601,9,5,6.99
13602,7,4,5.99
13603,9,7,6.99
13604,1,6,0.99
13605,6,4,6.99
13606,7,3,4.99
13607,1,3,2.99
13608,4,6,0.99
13609,3,5,2.99
13610,6,4,2.99
13611,8,4,8.99
13612,8,5,3.99
13613,9,4,9.99
13614,2,3,0.99
13615,7,5,2.99
13616,7,4,7.99
13617,9,5,8.99
13618,9,6,7.99
13619,3,4,2.99
13620,4,6,2.99
13621,3,6,0.99
13622,5,4,1.99
13623,5,3,6.99
13624,9,5,8.99
13625,7,6,1.99
13626,9,7,2.99
13627,9,5,8.99
13628,2,4,4.99
13629,5,5,4.99
13630,9,7,4.99
13631,2,4,4.99
13632,9,3,6.99
13633,4,7,2.99
13634,2,6,0.99
13635,9,6,5.99
13636,3,3,4.99
13637,4,5,4.99
13638,3,6,2.99
13639,3,4,0.99
13640,1,6,0.99
13641,6,7,2.99
13642,9,6,3.99
13643,6,4,4.99
13644,7,3,8.99
13645,3,6,0.99
13646,9,6,5.99
13647,8,3,7.99
13648,2,5,4.99
13649,3,3,4.99
13650,8,3,9.99
13651,1,4,0.99
13652,3,7,2.99
13653,9,3,10.99
13654,1,7,4.99
13655,2,3,2.99
13656,8,3,7.99
13657,3,7,4.99
13658,8,5,7.99
13659,4,7,2.99
13660,2,3,4.99
13661,9,4,5.99
13662,6,3,3.99
13663,7,3,8.99
13664,6,3,5.99
13665,8,3,5.99
13666,2,7,2.99
13667,4,6,4.99
13668,5,3,2.99
13669,7,7,2.99
13670,9,6,3.99
13671,6,5,3.99
13672,2,3,2.99
13673,6,4,2.99
13674,2,5,4.99
13675,7,5,6.99
13676,5,6,0.99
13677,6,3,3.99
13678,7,3,4.99
13679,9,4,5.99
13680,7,3,4.99
13681,7,4,7.99
13682,1,3,4.99
13683,4,7,0.99
13684,5,7,0.99
13685,7,4,3.99
13686,4,5,4.99
13687,2,7,2.99
13688,8,3,5.99
13689,2,4,4.99
13690,3,6,4.99
13691,8,5,3.99
13692,1,5,0.99
13693,4,6,0.99
13694,8,4,8.99
13695,7,5,6.99
13696,1,6,0.99
13697,9,6,3.99
13698,2,5,4.99
13699,9,4,9.99
13700,7,3,8.99
13701,1,5,0.99
13702,9,7,2.99
13703,7,5,6.99
13704,3,5,2.99
13705,1,7,2.99
13706,8,3,9.99
13707,3,7,2.99
13708,6,3,5.99
13709,3,3,0.99
13710,1,7,4.99
13711,8,3,7.99
13712,1,7,2.99
13713,,7,0.0
13714,2,3,4.99
13715,7,7,2.99
13716,6,3,3.99
13717,8,5,5.99
13718,9,5,8.99
13719,,4,5.98
13720,7,6,1.99
13721,4,5,4.99
13722,5,7,4.99
13723,7,5,2.99
13724,4,5,4.99
13725,8,7,5.99
13726,3,3,0.99
13727,7,6,3.99
13728,3,6,2.99
13729,8,4,8.99
13730,8,5,7.99
13731,1,6,4.99
13732,2,6,2.99
13733,1,4,0.99
13734,5,5,4.99
13735,6,7,2.99
13736,8,4,8.99
13737,5,4,5.99
